cycle,time_s,status,solve_time_s,cost,e_p,e_v,e_R,e_omega,e_q,e_dq,e_q_shoulder_lift,abs_e_q_shoulder_lift,e_dq_shoulder_lift,abs_e_dq_shoulder_lift,e_q_elbow,abs_e_q_elbow,e_dq_elbow,abs_e_dq_elbow,e_q_wrist_1,abs_e_q_wrist_1,e_dq_wrist_1,abs_e_dq_wrist_1,e_q_wrist_roll,abs_e_q_wrist_roll,e_dq_wrist_roll,abs_e_dq_wrist_roll,J_p,J_v,J_R,J_omega,J_q,J_dq,J_u,J_nu,cmd_00,cmd_01,cmd_02,cmd_03,cmd_04,cmd_05,cmd_06,cmd_07,cmd_rate_00,cmd_rate_01,cmd_rate_02,cmd_rate_03,cmd_rate_04,cmd_rate_05,cmd_rate_06,cmd_rate_07
10,0.2,0,0.0024365149984078016,82.4885905364689,0.041394481585717034,0.18599669595104257,0.10726957074481767,0.2702132005958558,0.18165102480901893,0.5960599516420185,-0.09697238960860888,0.09697238960860888,-0.3365835974975416,0.3365835974975416,-0.08434575938824711,0.08434575938824711,-0.2895910132169184,0.2895910132169184,-0.11294735774527175,0.11294735774527175,-0.3970492000872805,0.3970492000872805,0.06100932485566862,0.06100932485566862,-0.022089038484003058,0.022089038484003058,0.6854012423001066,3.4594770904704566,1.51097740277691,7.301517377625618,13.198837925666721,35.52874659514854,183.0014776272744,591.191101165648,15.600958354456784,-0.20645436370363596,0.6276312044880302,-0.042228492317068635,0.8471454266028425,0.7044326262655112,0.9335540668390454,-0.08916376887135245,24.12350096878574,-1.361154901510225,-2.6290976730405697,0.061796469743306326,0.20159467597608188,-0.35091346081812036,0.4803822199411911,0.2907548504755565
11,0.22,0,0.002463914999680128,75.82555700472957,0.0379578578502905,0.22214252976053767,0.09903136584178575,0.33891908102342055,0.19146927909396072,0.47293753291567286,-0.10300111783219085,0.10300111783219085,-0.26520713688990527,0.26520713688990527,-0.08933843770224734,0.08933843770224734,-0.2256088388577167,0.2256088388577167,-0.12015810706855073,0.12015810706855073,-0.3180873919227769,0.3180873919227769,0.06026547449995337,0.06026547449995337,-0.03544217137903273,0.03544217137903273,0.576319589033144,4.934730352841136,1.2878059332387968,11.486614348175987,14.664193934704405,22.36699100403631,138.3822326848759,490.02787857386636,16.03813424187525,-0.23052627124968528,0.5640217886046194,-0.04033457761494232,0.8423532257064058,0.6905202424131774,0.9319610865298599,-0.08282845084987495,21.85879437092358,-1.2035953773024664,-3.1804707941705415,0.09469573510631464,-0.23961004482182574,-0.6956191926166876,-0.079649015459265,0.31676590107387603
12,0.24,0,0.002429414998914581,70.6892689829807,0.03382152721831492,0.2531938029647294,0.0902975546848559,0.43168756166519623,0.1984348705935853,0.35959705960377375,-0.10733871294623179,0.10733871294623179,-0.19887262913105663,0.19887262913105663,-0.09275179429768673,0.09275179429768673,-0.16674080423490367,0.16674080423490367,-0.1255157822241146,0.1255157822241146,-0.24429606487645072,0.24429606487645072,0.05914128539157434,0.05914128539157434,-0.04771435368062449,0.04771435368062449,0.45755828135168664,6.41071018597422,1.070673029647139,18.635415089644255,15.750559146997176,12.931004527568,104.76238040522333,403.54457181875205,16.43219790389894,-0.2505809632941256,0.4929040590071904,-0.03789314361517042,0.8305844319365668,0.6712412572145036,0.9213609894153474,-0.07625346583148947,19.70318310118434,-1.002734602222016,-3.555886479871443,0.12207169998859563,-0.5884396884919498,-0.9639492599337003,-0.5300048557256307,0.3287492509192738
13,0.26,0,0.0022614210029132664,66.54310643034977,0.030285643482971043,0.28105610755756255,0.07929766273424325,0.5153654541289384,0.20407836669629212,0.2595004558991835,-0.11083928436213121,0.11083928436213121,-0.13957584753989793,0.13957584753989793,-0.09553713353150295,0.09553713353150295,-0.1145683746664129,0.1145683746664129,-0.12989258274490167,0.12989258274490167,-0.1772194237030571,0.1772194237030571,0.057993153561084504,0.057993153561084504,-0.057675235448639624,0.057675235448639624,0.3668880804710505,7.899253559540815,0.8257064129359561,26.56015513095269,16.659191901370505,6.734048661188408,74.15721288179434,330.36107908098955,16.785498174843227,-0.26662725834010814,0.41620339869806566,-0.034990052474941476,0.813576213749779,0.6480983393086215,0.9038594643402694,-0.06967548336574526,17.66501354721444,-0.8023147522991252,-3.835033015456234,0.14515455701144706,-0.8504109093393937,-1.1571458952940965,-0.8750762537539021,0.32889912328720894
14,0.28,0,0.002268522002850659,63.2335441827896,0.026618831041131528,0.3059490252979751,0.06629962600294674,0.5801960030252153,0.20702681730711234,0.17448434999927556,-0.11280290080146751,0.11280290080146751,-0.08748505901339654,0.08748505901339654,-0.09685144559207629,0.09685144559207629,-0.06909762644347867,0.06909762644347867,-0.1325098271505002,0.1325098271505002,-0.11720931503956522,0.11720931503956522,0.056538056655286585,0.056538056655286585,-0.06541137005082254,0.06541137005082254,0.2834248663985229,9.360480608078097,0.5772009550184862,33.66274019264356,17.144041233724984,3.0444788394669686,47.4825319774406,269.3539155674321,17.10085523371331,-0.2786789903692153,0.33581949399215993,-0.03171651529518426,0.792628131832163,0.6221478444873465,0.8810378838449702,-0.06328139487327691,15.767852943503987,-0.6025866014553574,-4.0191952352952915,0.16367685898786105,-1.0474040958808117,-1.2975247410637438,-1.1410790247649567,0.31970442462341875
15,0.3,0,0.0022558220007340424,60.730563618050965,0.02445309588293291,0.32634585322408505,0.0536866722444857,0.6360395543122366,0.20862829799834026,0.10847310272742805,-0.11395049251885422,0.11395049251885422,-0.04098128004225665,0.04098128004225665,-0.09752281235166953,0.09752281235166953,-0.0287833072026481,0.0287833072026481,-0.13417972685604584,0.13417972685604584,-0.06347033722464523,0.06347033722464523,0.055010489474760955,0.055010489474760955,-0.07231864365764264,0.07231864365764264,0.23918155930396412,10.650161591655603,0.3784755721684637,40.454631464970845,17.410306690273703,1.1766414015315156,29.11275717407197,218.04574768481206,17.380828727637283,-0.28643636434400516,0.2541099510685604,-0.028167076054321054,0.7689134092192181,0.5943659849254069,0.8543424514139377,-0.05719443362613151,13.998674696198888,-0.3878686987394981,-4.085477146179975,0.17747196204316004,-1.1857361306472345,-1.3890929780969894,-1.3347716215516208,0.3043480623572696
16,0.32,0,0.0023160199998528697,58.647590261143904,0.02423785517147964,0.34175222951266143,0.0388987122016197,0.6600486126641745,0.20874673886738876,0.07832399412027623,-0.11423685160149821,0.11423685160149821,-0.0020328364450029612,0.0020328364450029612,-0.09745109478841751,0.09745109478841751,0.004660502182442738,0.004660502182442738,-0.13481489874443237,0.13481489874443237,-0.017148432058800123,0.017148432058800123,0.05341694417518084,0.05341694417518084,-0.07625435481513888,0.07625435481513888,0.23498944932544885,11.67945863768748,0.19868968951816482,43.566417107990134,17.430080395107915,0.6134648054953064,15.360685388662018,176.02497244986972,17.628122680727248,-0.29076211049289946,0.17132869052724334,-0.024406499674316618,0.7434175691718315,0.565591235122288,0.8250199215801476,-0.05151431109059517,12.364697654497837,-0.21628730744471508,-4.139063027065853,0.18802881900022173,-1.274792002369328,-1.4387374901559329,-1.466126491689513,0.2840061267768173
17,0.34,0,0.002268721000291407,57.09376876183764,0.026283126092474886,0.35326928650765266,0.025548346429160967,0.6758424068655953,0.207129916646812,0.09493369044012583,-0.11354426686787167,0.11354426686787167,0.03180465298376056,0.03180465298376056,-0.0964677321472244,0.0964677321472244,0.03354931955711682,0.03354931955711682,-0.13428579445846203,0.13428579445846203,0.023262639957761566,0.023262639957761566,0.05168949499254057,0.05168949499254057,-0.07958745107499185,0.07958745107499185,0.2763210868771736,12.479918878962597,0.08570979903167524,45.67629589178807,17.16112094804611,0.9012405580581636,7.766402379639123,141.225489425504,17.845427283168384,-0.29146037974407457,0.08947952590625306,-0.020528264500537213,0.7168361775819507,0.5363536401657222,0.7939480651695001,-0.04629665908675541,10.865230122056953,-0.03491346255875474,-4.092458231049513,0.1939117586889701,-1.3290695794940448,-1.4618797478282959,-1.5535928205323652,0.26088260019198717
18,0.36,0,0.002300721000210615,55.865504451310954,0.030322573833439566,0.3598516899615848,0.015069091527252011,0.6748778999168883,0.20504995076943458,0.12992199101831722,-0.11253917225064727,0.11253917225064727,0.06010762830293115,0.06010762830293115,-0.0953457851597781,0.0953457851597781,0.05748190937786979,0.05748190937786979,-0.13337460901582798,0.13337460901582798,0.057576423944222244,0.057576423944222244,0.050008118759128924,0.050008118759128924,-0.081532706750297,0.081532706750297,0.3677833935537575,12.94932387682085,0.029818035354119574,45.54601797962294,16.818192924219016,1.6879723750163698,4.737040221568125,112.62707238204393,18.03513694949609,-0.2889858245168152,0.009325568141140718,-0.016600512438805774,0.6898694432254094,0.5072538126218537,0.762034179417704,-0.04156770352658945,9.485483316384977,0.12372776136296912,-4.007697888255618,0.1963876030865719,-1.3483367178270558,-1.4549913771934344,-1.5956942875898037,0.23644777800829836
19,0.38,0,0.002289321000716882,54.902209622752885,0.035833352282155916,0.36182922543995266,0.01561406576032371,0.6582898370271277,0.20140019934971026,0.1644200164185539,-0.11067360990050089,0.11067360990050089,0.08328224737547141,0.08328224737547141,-0.09337613254202629,0.09337613254202629,0.07686897806375692,0.07686897806375692,-0.13139952327771962,0.13139952327771962,0.08621476957225271,0.08621476957225271,0.04825407261130134,0.04825407261130134,-0.08219600227629892,0.08219600227629892,0.5136116543108353,13.092038838247605,0.0320137752812518,43.33455095332023,16.22481611924121,2.7033941799077525,5.144248503411415,89.38971467633834,18.199641678581425,-0.2837795286984162,-0.06845737773016795,-0.01269194331930877,0.6629345355837819,0.47859699565276936,0.729832037307258,-0.037345083841956624,8.225236454266957,0.26031479091994814,-3.8891472935654328,0.1954284559748503,-1.3467453820813726,-1.4328408484542101,-1.6101071055223093,0.21113098423164167
20,0.4,0,0.0024153160011337604,54.150785174876376,0.0420896726336161,0.36095499250404084,0.025712701719367813,0.6370634664447704,0.19730125888667877,0.19524253332918978,-0.10852548511001853,0.10852548511001853,0.10256088218843629,0.10256088218843629,-0.0912423788497006,0.0912423788497006,0.09293935734581904,0.09293935734581904,-0.12907627715229356,0.12907627715229356,0.11020477953995877,0.11020477953995877,0.04652041292008689,0.04652041292008689,-0.08257175478470048,0.08257175478470048,0.7086162169619886,13.028850661359215,0.08681610703325193,40.584986027862705,15.571114703307293,3.8119646820799775,8.210160046335435,70.31750054138752,18.341227788680236,-0.27583474615293496,-0.14251889387225047,-0.008870260759958698,0.6364241140636987,0.4506897865764506,0.6978625531360529,-0.03361977079136497,7.079305504940425,0.3972391272740633,-3.7030758071041263,0.19108412796750346,-1.3255210760041751,-1.3953604538159368,-1.5984742085602488,0.18626565252958222
21,0.42,0,0.0025645109999459237,53.54733479529035,0.04872291724581279,0.3541787705235979,0.03804751795285523,0.5969066162104554,0.1926044045622842,0.218957707327724,-0.10603192662962889,0.10603192662962889,0.11712561223493467,0.11712561223493467,-0.08883178963978955,0.08883178963978955,0.10471791453937862,0.10471791453937862,-0.12630748205459155,0.12630748205459155,0.1289605562568883,0.1289605562568883,0.044822096318916704,0.044822096318916704,-0.08140885615977111,0.08140885615977111,0.9495690659769284,12.54426014896074,0.19008924474027317,35.62975084758158,14.838582662716815,4.794247759821323,12.426835325640383,55.06049914596724,18.461764312289006,-0.26609871475423247,-0.21330413048939645,-0.005184441747303188,0.6106574494078458,0.4238031160749699,0.6665758788703495,-0.030371571626800355,6.026826180438529,0.4868015699351257,-3.5392618308572987,0.1842909506327755,-1.288333232792637,-1.344333525074037,-1.5643337132851698,0.16240995822823107
22,0.44,0,0.0024304159996972885,53.05619015801467,0.0556832270727458,0.34525612428853686,0.04995654851956468,0.5544191725017548,0.18707048887116126,0.23815608536127533,-0.10308119573457647,0.10308119573457647,0.12866234223452422,0.12866234223452422,-0.08597870351238429,0.08597870351238429,0.1140029215327944,0.1140029215327944,-0.12295180910746237,0.12295180910746237,0.1440409550518822,0.1440409550518822,0.043129457125691543,0.043129457125691543,-0.08012402782600489,0.08012402782600489,1.240248710893988,11.92017913587416,0.32771003084208006,30.738061883753044,13.998147122598104,5.671832099460706,17.672221238422434,42.696212023715155,18.563291135892978,-0.25456269572168455,-0.2796999113110317,-0.0016877254362603256,0.585772605962687,0.3980006326856215,0.6361743606043907,-0.02757755441929294,5.076341180198902,0.5768009516273993,-3.319789041081763,0.17483581555214311,-1.244242172257944,-1.290124169467418,-1.5200759132979371,0.13970086037537022
23,0.46,0,0.0023965170003066305,52.64215826676242,0.062373760353930434,0.3328826265696486,0.06108338052035017,0.5046542889765827,0.1817292434486301,0.2521877491427332,-0.10019944906681458,0.10019944906681458,0.1370661199967853,0.1370661199967853,-0.08331350157726272,0.08331350157726272,0.1205479310615235,0.1205479310615235,-0.11967475441869896,0.11967475441869896,0.1553945421912828,0.1553945421912828,0.041501830572612385,0.041501830572612385,-0.07830882543272358,0.07830882543272358,1.5561943922758172,11.081084307190812,0.4899491539548888,25.46759513824602,13.210207169764582,6.3598660817678105,22.984056669298088,32.75797586282973,18.647466250271773,-0.2416451524647287,-0.34145207628115987,0.0015793915989372267,0.561981756720011,0.3734661133144193,0.6069637615977419,-0.025196931466302076,4.208755718939324,0.6458771628477934,-3.0876082485064087,0.1633558517598776,-1.1895424621338009,-1.2267259685601108,-1.4605299503324425,0.11903114764954359
24,0.48,0,0.002444115001708269,52.27757560845324,0.06912041631990887,0.31742218375535064,0.07126133126014005,0.44855550603763145,0.1755911164980861,0.26158186865950994,-0.09689602321019095,0.09689602321019095,0.14272480520575853,0.14272480520575853,-0.0801998624578274,0.0801998624578274,0.12470708568155975,0.12470708568155975,-0.11583754131353424,0.11583754131353424,0.16347423887839496,0.16347423887839496,0.03991299241193763,0.03991299241193763,-0.07601986578731212,0.07601986578731212,1.9110527808950093,10.075684274001556,0.6668263402348186,20.12020419966756,12.332896077217775,6.842507401140109,27.872821081980305,24.95036118019865,18.715921866151337,-0.227792155175469,-0.39848238993393703,0.004583470510116423,0.5393147679032295,0.350187595898182,0.5790189393865625,-0.023199036633848747,3.422780793978182,0.6926498644629852,-2.8515156826388535,0.15020394555895983,-1.133349440839067,-1.1639258708118685,-1.39724111055898,0.09989474162266622
25,0.5,0,0.0024450149976473767,51.90069686775591,0.07552315487004292,0.3008713219722311,0.08022918403941752,0.392863523435087,0.16956197912781218,0.26796442156822325,-0.09363272459212096,0.09363272459212096,0.14653077309355833,0.14653077309355833,-0.07719468038186544,0.07719468038186544,0.12745250000510688,0.12745250000510688,-0.11203764034590158,0.11203764034590158,0.1692522922594808,0.1692522922594808,0.0383761138947221,0.0383761138947221,-0.07377794772393803,0.07377794772393803,2.2814987686097945,9.052355238531794,0.8452197459877691,15.434174804583114,11.500505906296242,7.1804931226392466,32.59485110991012,18.71719377769728,18.77025015059956,-0.21298548155031272,-0.4500007598172522,0.007300920545331318,0.5178308965912781,0.32819285543853277,0.5524391102111148,-0.021544402961090982,2.716414222410772,0.7403336812578142,-2.575918494165762,0.13587250176074467,-1.0741935655975863,-1.0997370229824621,-1.3289914587723812,0.08273168363788831
26,0.52,0,0.002415717000985751,51.557736340676776,0.08156156294629412,0.28068350998791947,0.0879388610116067,0.32957659826166774,0.16346124449708854,0.26994092300779027,-0.09032257688928368,0.09032257688928368,0.14790005849007332,0.14790005849007332,-0.07417280105750271,0.07417280105750271,0.1278867171204126,0.1278867171204126,-0.10815662157811995,0.10815662157811995,0.17204873023729406,0.17204873023729406,0.03690462503139521,0.03690462503139521,-0.07097814185246765,0.07097814185246765,2.6609154200969183,7.878323277913847,1.0154687348973968,10.86207341217327,10.687831381014782,7.286810191429774,36.001096086076934,13.962776687434637,18.811592438824206,-0.1979519173941657,-0.49663377826795274,0.009708996570161459,0.4975797965124273,0.3075286384988088,0.5273288349523779,-0.020188767163170817,2.0671144112327284,0.7516782078073496,-2.331650922535027,0.12040380124150711,-1.0125550039425306,-1.0332108469861916,-1.2555137629368331,0.06778178989600825
27,0.54,0,0.002491213999746833,51.1520464105014,0.08733225966955697,0.26013674710306195,0.09441957606493283,0.26816133349529403,0.15703589684197042,0.26993459322160257,-0.08684271888815379,0.08684271888815379,0.14804792453344656,0.14804792453344656,-0.07096492639423607,0.07096492639423607,0.1274705963255171,0.1274705963255171,-0.10403368420481007,0.10403368420481007,0.17330326673485608,0.17330326673485608,0.03549065856967968,0.03549065856967968,-0.06829144507546579,0.06829144507546579,3.0507694315963705,6.7671127193362395,1.1706551396799503,7.19105007819743,9.864109158784787,7.286468461771204,38.908089518716146,10.3111355973441,18.84135642396605,-0.18267280157737173,-0.5378093331764427,0.011803621219145098,0.4784918038553951,0.28809430682423864,0.5036209200874471,-0.019100495931570406,1.4881992570922515,0.7639557908396988,-2.0587777454244995,0.10473123244918188,-0.9543996328516107,-0.9717165837285137,-1.1853957432465432,0.05441356158002072
28,0.56,0,0.0023290200006158557,50.7003216985437,0.09251323169696071,0.2383798615824978,0.09953740982455755,0.20603826321525187,0.1511177082789938,0.26751513338732497,-0.08361640868153596,0.08361640868153596,0.1468338878307308,0.1468338878307308,-0.06808588352725731,0.06808588352725731,0.12587894798243965,0.12587894798243965,-0.1002208307284177,0.1002208307284177,0.17281204143973228,0.17281204143973228,0.03413144455067831,0.03413144455067831,-0.06553353923005485,0.06553353923005485,3.4234792156062137,5.68249584080908,1.3010007725926689,4.24517659087574,9.134624702198025,7.156434659123826,40.97570771980253,7.561556625409601,18.86057467671363,-0.1673768004278554,-0.5734781469109868,0.013579267157018609,0.4605983011697554,0.2699210404606294,0.48137898141888136,-0.018235808599762544,0.9609126373789575,0.7648000574758156,-1.783440686727202,0.08878229689367564,-0.8946751342819806,-0.9086633181804619,-1.1120969334282944,0.043234366590393064
29,0.58,0,0.0023607190014445223,50.18031515707395,0.09735385874201412,0.21588169336758006,0.10333262750741683,0.14377915062190083,0.14481610424500613,0.26308459267864837,-0.08019423316234885,0.08019423316234885,0.14449259715215318,0.14449259715215318,-0.06496810491332039,0.06496810491332039,0.12331598378436626,0.12331598378436626,-0.09613001218021244,0.09613001218021244,0.17086501609846044,0.17086501609846044,0.0328444077189301,0.0328444077189301,-0.06271926888989274,0.06271926888989274,3.791109524784015,4.660490553125386,1.4021027113580238,2.0672444153555243,8.388681619480192,6.921350290489031,42.17677040444443,5.6303825795181,18.87031931177741,-0.1523870084117653,-0.6038595854539313,0.01503760983297505,0.4438065255249356,0.2529052509502303,0.46051291847193526,-0.017565526254747645,0.4872317531889575,0.7494896008045034,-1.5190719271472326,0.07291713379782207,-0.839588782240996,-0.8507894755199535,-1.043303147347305,0.033514117250745025
