cycle,time_s,status,solve_time_s,cost,e_p,e_v,e_R,e_omega,e_q,e_dq,e_q_shoulder_lift,abs_e_q_shoulder_lift,e_dq_shoulder_lift,abs_e_dq_shoulder_lift,e_q_elbow,abs_e_q_elbow,e_dq_elbow,abs_e_dq_elbow,e_q_wrist_1,abs_e_q_wrist_1,e_dq_wrist_1,abs_e_dq_wrist_1,e_q_wrist_roll,abs_e_q_wrist_roll,e_dq_wrist_roll,abs_e_dq_wrist_roll,J_p,J_v,J_R,J_omega,J_q,J_dq,J_u,J_nu,cmd_00,cmd_01,cmd_02,cmd_03,cmd_04,cmd_05,cmd_06,cmd_07,cmd_rate_00,cmd_rate_01,cmd_rate_02,cmd_rate_03,cmd_rate_04,cmd_rate_05,cmd_rate_06,cmd_rate_07
10,0.2,0,0.0024107149984047282,68.19266819199045,0.040249880740281345,0.21260301309098623,0.12087758992921614,0.17887355198265611,0.18165102464375565,0.5960599486514685,-0.09697238932569235,0.09697238932569235,-0.3365835926078832,0.3365835926078832,-0.08434575937134395,0.08434575937134395,-0.2895910130022633,0.2895910130022633,-0.11294735773497681,0.11294735773497681,-0.3970491998994309,0.3970491998994309,0.06100932485572348,0.06100932485572348,-0.022089038483069277,0.022089038483069277,0.6480211598427483,4.520004117536605,1.9186531398185036,3.1995747598891975,13.198837901650526,35.528746238639116,273.4932222654569,445.60497327931216,14.903283306482429,-0.11933277079138253,0.28467532211887947,-0.040649055729956675,0.8471454297006221,0.7044326263687029,0.9335540670028342,-0.08916376887596388,20.918246453829276,-1.656402974062479,-2.1914672325610045,0.08156612733995672,0.20159459836733468,-0.3509134632348686,0.48038221794683955,0.29075485048459004
11,0.22,0,0.0024278119999507908,61.242922941394966,0.03639068060313611,0.25632174566841726,0.11692862781972602,0.1273093185821357,0.19146927887047221,0.4729375299620546,-0.10300111745148118,0.10300111745148118,-0.2652071320268806,0.2652071320268806,-0.08933843768105107,0.08933843768105107,-0.22560883865007592,0.22560883865007592,-0.12015810705449881,0.12015810705449881,-0.3180873917331688,0.3180873917331688,0.06026547450002691,0.06026547450002691,-0.03544217137873516,0.03544217137873516,0.5297126539037866,6.570083730250477,1.7953395172411137,1.620766259784772,14.664193900471462,22.366990724660926,225.94755813307447,364.37319497434703,15.280641209549232,-0.15069352636304095,0.23881825883622557,-0.038474137006510714,0.842353227509883,0.6905202424725027,0.9319610866499699,-0.08282845085246793,18.867895153340168,-1.5680377785829205,-2.2928531641326946,0.10874593617229872,-0.23961010953694545,-0.6956191948100166,-0.0796490176432178,0.31676590117479786
12,0.24,0,0.002445608999551041,55.741586708263284,0.03180217195052679,0.295887288850292,0.1128689890383133,0.16772873691248597,0.19843487031192672,0.35959705680505544,-0.10733871246826163,0.10733871246826163,-0.1988726244641703,0.1988726244641703,-0.09275179427233765,0.09275179427233765,-0.16674080403886832,0.16674080403886832,-0.12551578220627052,0.12551578220627052,-0.24429606468971143,0.24429606468971143,0.05914128539165382,0.05914128539165382,-0.04771435368087236,0.04771435368087236,0.40455125630834915,8.75492877031761,1.6728390353849745,2.8132929186257924,15.750559102284466,12.931004326285825,188.67595688599286,296.3330066887703,15.619642904857717,-0.17953298242228583,0.19291891084937693,-0.035864043012699055,0.8305844326755613,0.6712412572347252,0.9213609894922414,-0.07625346583270994,16.950084765424222,-1.441972802962244,-2.2949673993424335,0.13050469969058298,-0.5884397417160886,-0.9639492618888745,-0.5300048578864176,0.3287492509878994
13,0.26,0,0.0024018160002015065,51.32036004662392,0.02793562951189774,0.3333546207690912,0.1068711528021189,0.23773024168979304,0.20407836635858695,0.25950045335795763,-0.11083928379082332,0.11083928379082332,-0.13957584319116823,0.13957584319116823,-0.09553713350223317,0.09553713350223317,-0.11456837448556761,0.11456837448556761,-0.12989258272332282,0.12989258272332282,-0.1772194235237211,0.1772194235237211,0.05799315356115903,0.05799315356115903,-0.057675235449148064,0.057675235449148064,0.3121597584904047,11.11253031881046,1.4997741782924578,5.65156678138874,16.659191846235853,6.734048529298553,151.65907255191595,240.11212866142222,15.923290102915614,-0.20541540769350045,0.14830612460041173,-0.03293444563731008,0.8135762136277137,0.6480983392957028,0.9038594643782439,-0.0696754833660404,15.182359902894836,-1.2941212635607302,-2.2306393124482593,0.14647986876944866,-0.8504109523923649,-1.1571458969511137,-0.8750762556998837,0.3288991233334768
14,0.28,0,0.0023706210013187956,47.753505158258946,0.024351289914779528,0.3689882979651121,0.09909002668522406,0.29932219743224303,0.20702681691695832,0.17448434784280542,-0.11280290014318503,0.11280290014318503,-0.08748505506574855,0.08748505506574855,-0.0968514455591896,0.0968514455591896,-0.06909762628048044,0.06909762628048044,-0.1325098271253346,0.1325098271253346,-0.11720931487161168,0.11720931487161168,0.05653805665535094,0.05653805665535094,-0.0654113700514101,0.0654113700514101,0.2371941282054572,13.615236403519035,1.2893320387432243,8.959377787566666,17.14404116910711,3.0444787642129114,115.61080081024883,194.37566801380083,16.194876569901982,-0.22807907562810445,0.1059559648124884,-0.029784679938874917,0.7926281310259075,0.6221478444467601,0.88103788384876,-0.06328139487316065,13.579323349318354,-1.1331833967302016,-2.1175079893961675,0.1574882849217577,-1.0474041300903176,-1.2975247424471408,-1.1410790264741872,0.3197044246439873
15,0.3,0,0.002234943000075873,45.03157903518776,0.023161951767452692,0.4012150273755892,0.09162641217765771,0.3588541132182352,0.2086282975604418,0.1084731012793214,-0.11395049178161878,0.11395049178161878,-0.04098127654679906,0.04098127654679906,-0.09752281231552289,0.09752281231552289,-0.028783307059196184,0.028783307059196184,-0.13417972682752116,0.13417972682752116,-0.06347033707113381,0.06347033707113381,0.05501048947481356,0.05501048947481356,-0.0723186436581977,0.0723186436581977,0.21459040387112194,16.097349819199476,1.1024178746317317,12.877627457364593,17.410306617187292,1.1766413701153915,87.52230577453022,156.86391333299952,16.437251746239895,-0.247270172230694,0.06675430780563144,-0.026490123788730006,0.7689134078811988,0.5943659848624427,0.8543424513887521,-0.057194433625944584,12.118758816895742,-0.9595548301294792,-1.9600828503428476,0.1647278075072456,-1.1857361572354332,-1.3890929792158626,-1.3347716230004036,0.3043480623608038
16,0.32,0,0.002237143002275843,42.788687049384926,0.02504815212957309,0.4295997128176646,0.08185920713132769,0.39120003280267013,0.20874673838706978,0.0783239940197787,-0.11423685079435361,0.11423685079435361,-0.0020328334275134807,0.0020328334275134807,-0.09745109474940183,0.09745109474940183,0.004660502305445902,0.004660502305445902,-0.13481489871283747,0.13481489871283747,-0.01714843192192439,0.01714843192192439,0.053416944175222345,0.053416944175222345,-0.07625435481561936,0.07625435481561936,0.2509639700424947,18.455591325301988,0.8799134406895275,15.303746566481015,17.4300803148959,0.6134648039210329,62.12404197511005,126.70423474145673,16.65348360272377,-0.26315252938854283,0.030811461037061894,-0.023137217769888786,0.7434175674324195,0.5655912350422435,0.825019921531867,-0.05151431109040548,10.811592824193603,-0.7941178578924414,-1.7971423384284773,0.16764530094206093,-1.27479202243897,-1.4387374910099586,-1.4661264928442552,0.28400612677695475
17,0.34,0,0.0022652379993814975,41.08756010128767,0.029991891946437848,0.4551361760233822,0.07260957489454983,0.4212608889869981,0.20712991612970277,0.09493369135454804,-0.11354426600037729,0.11354426600037729,0.0318046555173046,0.0318046555173046,-0.09646773210574866,0.09646773210574866,0.033549319659456955,0.033549319659456955,-0.13428579442412963,0.13428579442412963,0.02326264007663048,0.02326264007663048,0.051689494992572464,0.051689494992572464,-0.07958745107539816,0.07958745107539816,0.3598054330107213,20.714893872518708,0.6922973546333391,17.74607365901159,17.16112086235908,0.9012405754200589,42.9045652398299,102.38425346168236,16.846329594968843,-0.27568391854079727,-0.001464055211359963,-0.019777383212560094,0.7168361755511178,0.5363536400733242,0.7939480651035898,-0.04629665908656726,9.642299612253607,-0.626569457612723,-1.6137758124210926,0.1679917278664345,-1.3290695940650796,-1.4618797484459667,-1.5535928214138441,0.2608826001919116
18,0.36,0,0.0022554399984073825,39.76281704133834,0.037026535201305055,0.47675365309690454,0.06307571750325758,0.43965978584872234,0.2050499502214012,0.12992199205176927,-0.11253917133248201,0.11253917133248201,0.0601076303617023,0.0601076303617023,-0.09534578511625555,0.09534578511625555,0.05748190945994491,0.05748190945994491,-0.13337460897911818,0.13337460897911818,0.057576424044519015,0.057576424044519015,0.05000811875915269,0.05000811875915269,-0.08153270675063712,0.08153270675063712,0.5483857236053928,22.729404574124356,0.5224314132950728,19.330072729254436,16.818192834319643,1.6879724018699995,28.55540076020518,82.74153927815388,17.018274427737843,-0.2850317980852472,-0.030071225570700744,-0.01646478818027914,0.6898694409946796,0.5072538125210367,0.7620341793387881,-0.04156770352640708,8.597241638449903,-0.4673939772224942,-1.430358517967039,0.16562975161404778,-1.3483367278218998,-1.4549913776143801,-1.5956942882400957,0.2364477780080086
19,0.38,0,0.002250040000944864,38.69572283211558,0.04565108735068271,0.4946956220329441,0.053348726217544364,0.44717588950678444,0.20140019877633766,0.16442001730355854,-0.1106736089411602,0.1106736089411602,0.08328224897984216,0.08328224897984216,-0.09337613249686225,0.09337613249686225,0.07686897812644611,0.07686897812644611,-0.13139952323900386,0.13139952323900386,0.08621476965408204,0.08621476965408204,0.0482540726113183,0.0482540726113183,-0.08219600227658033,0.08219600227658033,0.8336087105198651,24.472375845856142,0.37372572474704796,19.996627615618387,16.224816026859326,2.7033942090102485,18.108628301400735,66.99123929930157,17.17162234841875,-0.29141501564472283,-0.055136664149048276,-0.013243239568374147,0.6629345332283982,0.4785969955467666,0.7298320372192029,-0.03734508384178313,7.66739603404562,-0.31916087797378245,-1.2532719289173773,0.1610774305952495,-1.3467453883140759,-1.4328408487135056,-1.6101071059792649,0.21113098423119786
20,0.4,0,0.002397116997599369,37.908724733255866,0.055094252072001755,0.5105675230590756,0.044318474428786156,0.45481913918670996,0.19730125829348188,0.1952425340055213,-0.10852548411859043,0.10852548411859043,0.10256088336668467,0.10256088336668467,-0.09124237880328276,0.09124237880328276,0.09293935739034087,0.09293935739034087,-0.12907627711194122,0.12907627711194122,0.1102047796039276,0.1102047796039276,0.04652041292009822,0.04652041292009822,-0.08257175478493037,0.08257175478493037,1.2141506445493075,26.067919560267967,0.25791374551291857,20.686044937053982,15.571114609676497,3.8119647084897137,10.917444930544718,54.36595544930714,17.30853639808726,-0.29493422999975777,-0.07661627317287446,-0.010140649907739503,0.6364241116446727,0.45068978646788194,0.6978625530420549,-0.03361977079120248,6.8457024834253275,-0.17596071775175134,-1.0739804511913087,0.15512948303173238,-1.3255210791862797,-1.3953604539442317,-1.598474208857393,0.1862656525290321
21,0.42,0,0.0024754039986873977,37.23125415091244,0.06509709648186227,0.52128915808663,0.03521757432055659,0.44710342591814745,0.19260440395439443,0.21895770778906212,-0.10603192561463581,0.10603192561463581,0.11712561302055724,0.11712561302055724,-0.08883178959248128,0.08883178959248128,0.1047179145671755,0.1047179145671755,-0.12630748201295983,0.12630748201295983,0.12896055630396563,0.12896055630396563,0.044822096318923435,0.044822096318923435,-0.08140885615995619,0.08140885615995619,1.6950527881475534,27.17423863386675,0.1628634998993117,19.99014734677443,14.838582569051017,4.794247780024031,6.481573889704754,44.10659790109493,17.430671058955763,-0.29601313093897114,-0.09504695707470566,-0.007192973690953985,0.6106574469738665,0.42380311596592457,0.666575878773016,-0.030371571626650166,6.106733043425303,-0.05394504696066818,-0.921534195091561,0.14738381083927599,-1.2883332335403035,-1.34433352509787,-1.564333713451942,0.16240995822761567
22,0.44,0,0.0025981850012612995,36.72507714925651,0.0756895285337395,0.5303696416674202,0.02717545882709723,0.4406156334799885,0.18707048825323386,0.23815608561843232,-0.10308119470387095,0.10308119470387095,0.12866234266407472,0.12866234266407472,-0.08597870346452008,0.08597870346452008,0.1140029215454395,0.1140029215454395,-0.12295180906488912,0.12295180906488912,0.14404095508328452,0.14404095508328452,0.043129457125694576,0.043129457125694576,-0.08012402782615133,0.08012402782615133,2.291561891863906,28.129195680242763,0.09697474687688104,19.414213646697153,13.998147030121318,5.6718321117094055,3.8666615229774437,35.90562097196628,17.539744097038717,-0.29478940389045916,-0.11050729591052331,-0.0044147114477933,0.5857726035518727,0.3980006325777339,0.6361743605058177,-0.027577554419155745,5.453651904147715,0.06118635242560316,-0.773016941790881,0.13891311215803417,-1.2442421710996938,-1.290124169409535,-1.5200759133599269,0.13970086037472113
23,0.46,0,0.002373721003095852,36.33353951599527,0.0863071279288953,0.5363937109524962,0.020520156999249636,0.42960766608973855,0.1817292428250879,0.2521877492134216,-0.10019944802751804,0.10019944802751804,0.13706612010816577,0.13706612010816577,-0.0833135015291456,0.0833135015291456,0.12054793106064743,0.12054793106064743,-0.11967475437549766,0.11967475437549766,0.15539454220838111,0.15539454220838111,0.04150183057261248,0.04150183057261248,-0.07830882543283707,0.07830882543283707,2.9795681325338794,28.771821314939,0.055292502003638874,18.456274676307228,13.210207079111902,6.35986608533316,2.6604239252660813,29.22346208114711,17.63711462134173,-0.2915406933200343,-0.1233221047864309,-0.0018226511253936475,0.5619817543615007,0.3734661132089371,0.6069637614995838,-0.025196931466178043,4.86852621515057,0.16243552852124327,-0.6407404437953805,0.1296030161199826,-1.1895424595185957,-1.2267259684398393,-1.4605299503116935,0.1190311476488848
24,0.48,0,0.0024055159992713016,36.012523671326605,0.09731329461552683,0.5395357805935416,0.016452251041239617,0.4143776579750498,0.1755911158726492,0.26158186856396654,-0.09689602216866681,0.09689602216866681,0.14272480503689516,0.14272480503689516,-0.08019986240972779,0.08019986240972779,0.12470708566879352,0.12470708566879352,-0.11583754126999096,0.11583754126999096,0.1634742388826409,0.1634742388826409,0.039912992411935466,0.039912992411935466,-0.07601986578739778,0.07601986578739778,3.7879509235713287,29.109885854068217,0.0355431193006441,17.17088434288873,12.332895989360845,6.842507396141626,2.3666012287825153,23.807940861258967,17.723954603974075,-0.28654754118795883,-0.13384569743191743,0.0005710420130004758,0.5393147656186126,0.35018759579602815,0.5790189392900978,-0.023199036633737687,4.341999131617256,0.24965760660377379,-0.5261796322743263,0.11968465691970619,-1.133349437144413,-1.1639258706454456,-1.3972411104742997,0.099894741622018
25,0.5,0,0.0023568239994347095,35.80188449836763,0.10832804845678203,0.541572593868273,0.016438563391113825,0.40103353414192716,0.16956197850393415,0.26796442132738385,-0.09363272355397409,0.09363272355397409,0.1465307726814008,0.1465307726814008,-0.07719468033402116,0.07719468033402116,0.1274524999820389,0.1274524999820389,-0.11203764030227337,0.11203764030227337,0.1692522922523485,0.1692522922523485,0.03837611389471822,0.03837611389471822,-0.07377794772400037,0.07377794772400037,4.693986432981965,29.330087442920927,0.03548400284240214,16.082789550636424,11.500505821667447,7.180493109731967,2.747271386380985,19.446289135372727,17.801452809462596,-0.27994257679648676,-0.14218601718682533,0.0027634950018000874,0.5178308943958638,0.32819285534036013,0.5524391101173046,-0.021544402960992432,3.8749102744259107,0.330248219573605,-0.41701598774539667,0.10962264943998057,-1.0741935611374238,-1.0997370227834027,-1.3289914586396463,0.08273168363726278
26,0.52,0,0.002234943000075873,35.61978845003867,0.11934197760805425,0.5397560263539269,0.019826699382563852,0.38094020241955145,0.1634612438777275,0.2699409226420268,-0.09032257585937994,0.09032257585937994,0.14790005786986476,0.14790005786986476,-0.0741728010101198,0.0741728010101198,0.1278867170885573,0.1278867170885573,-0.10815662153463435,0.10815662153463435,0.17204873022023592,0.17204873022023592,0.03690462503139009,0.03690462503139009,-0.07097814185251072,0.07097814185251072,5.697003047760528,29.133656798538105,0.05161854128204841,14.51154378194488,10.687831300021562,7.286810171682869,3.3281624076823064,15.79489171084051,17.870287458730857,-0.27210923197200093,-0.14889253748738648,0.004745528054783284,0.49757979441636674,0.3075286384050484,0.527328834861918,-0.020188767163084084,3.4417324634131856,0.3916672412242869,-0.3353260150280561,0.09910165264915988,-1.012554998974859,-1.033210846765586,-1.255513762769337,0.06778178989541718
27,0.54,0,0.0022372429993993137,35.5172221913257,0.1304542451747321,0.537122753021237,0.025007015103681675,0.3628304323692917,0.15703589622957267,0.26993459275050874,-0.08684271787065423,0.08684271787065423,0.14804792373821524,0.14804792373821524,-0.07096492634749027,0.07096492634749027,0.1274705962862932,0.1274705962862932,-0.10403368416166564,0.10403368416166564,0.17330326670927,0.17330326670927,0.0354906585696737,0.0354906585696737,-0.06829144507549313,0.06829144507549313,6.807324033643643,28.850085181311275,0.08211615328022707,13.164592265328713,9.864109081850044,7.286468436338299,4.152735463022599,12.857405536900902,17.931342004606957,-0.2631621843994951,-0.15407042735709428,0.006520399997070128,0.47849180186465534,0.28809430673514136,0.5036209200008132,-0.01910049593149479,3.0527272938047947,0.4473523786252959,-0.2588944934853898,0.08874359711434221,-0.954399627585574,-0.9717165834953478,-1.1853957430552386,0.0544135615794648
28,0.56,0,0.0022998319982434623,35.47459738688262,0.14134737596815364,0.532531529272508,0.030650389006812277,0.34355927555595256,0.15111770767580837,0.2675151328290152,-0.08361640767994102,0.08361640767994102,0.14683388689096288,0.14683388689096288,-0.06808588348129599,0.06808588348129599,0.1258789479371561,0.1258789479371561,-0.10022083068578497,0.10022083068578497,0.17281204140693796,0.17281204140693796,0.03413144455067178,0.03413144455067178,-0.0655335392300695,0.0655335392300695,7.9916322772330295,28.358982966931602,0.12336071150225332,11.803297582053093,9.134624629276427,7.156434629252561,5.006623095691426,10.412230228758448,17.985232880501524,-0.25331597656728855,-0.15798948342272875,0.00808954413228778,0.4605982992869646,0.26992104037630327,0.4813789813363706,-0.018235808599697343,2.694543794728525,0.4923103916103302,-0.19595280328172537,0.07845720676088255,-0.8946751288845325,-0.9086633179419101,-1.1120969332221278,0.043234366589872376
29,0.58,0,0.0024661059978825506,35.46719608981206,0.15226044953305723,0.5261088230649291,0.03629380987221885,0.32308642289295486,0.144816103652686,0.26308459204967827,-0.08019423217954927,0.08019423217954927,0.14449259609561066,0.14449259609561066,-0.06496810486826476,0.06496810486826476,0.12331598373421448,0.12331598373421448,-0.09613001213823558,0.09613001213823558,0.1708650160596839,0.1708650160596839,0.032844407718923274,0.032844407718923274,-0.06271926888989737,0.06271926888989737,9.273297796803465,27.679049370676484,0.17296968858697825,10.438483665776525,8.388681550858195,6.921350257394562,5.783482383451155,8.404230054199816,18.03248619326805,-0.24278185938098795,-0.16092869817338662,0.009455987213506612,0.44380652375010593,0.2529052508706706,0.46051291839370107,-0.017565526254692043,2.362665638326128,0.5267058593150293,-0.14696073753289193,0.06832215406094169,-0.8395887768429355,-0.8507894752816317,-1.0433031471334726,0.033514117250265256
